"ID","EmployeeID","WorkStationID","ScanTime","ScanType"
"11988","6705000000","100","2021-03-07 22:21:11","True"
"11990","6657000000","71","2021-03-07 22:33:15","True"
"10335","6577000000","72","2021-02-05 08:42:12","True"
"10336","6025000000","72","2021-02-05 08:43:44","True"
"14592","5079000000","72","2021-04-21 09:13:30","True"
"14593","6604000000","72","2021-04-21 09:13:36","True"
"10337","6206000000","72","2021-02-05 09:11:06","True"
"10338","6305000000","72","2021-02-05 09:13:34","True"
"10300","5108000000","71","2021-02-04 13:36:49","True"
"10301","4797000000","71","2021-02-04 13:36:56","True"
"10302","4217000000","71","2021-02-04 13:37:11","True"
"10303","4797000000","71","2021-02-04 13:37:17","True"
"10307","4217000000","72","2021-02-04 13:43:24","True"
"10308","6206000000","71","2021-02-04 14:29:04","True"
"10309","4217000000","71","2021-02-04 14:33:36","True"
"10333","5979000000","72","2021-02-05 08:19:27","True"
"11874","6254000000","100","2021-03-05 06:03:11","True"
"11308","6705000000","100","2021-02-28 22:24:01","True"
"11309","6557000000","100","2021-02-28 22:43:41","True"
"12575","6205000000","145","2021-03-12 22:30:40","True"
"12579","5923000000","71","2021-03-12 22:35:23","True"
"10447","4217000000","71","2021-02-10 06:42:58","True"
"10448","6657000000","71","2021-02-10 06:43:02","True"
"10449","5994000000","71","2021-02-10 06:43:07","True"
"10450","5977000000","71","2021-02-10 06:43:14","True"
"10451","6738000000","71","2021-02-10 06:53:46","True"
"10463","6031000000","71","2021-02-10 13:00:13","True"
"10467","6738000000","71","2021-02-10 14:47:36","True"
"10469","6738000000","71","2021-02-10 14:47:53","True"
"10481","5091000000","71","2021-02-10 22:42:30","True"
"10482","6673000000","71","2021-02-10 22:57:56","True"
"10483","6574000000","71","2021-02-10 22:58:25","True"
"10484","6736000000","71","2021-02-10 23:01:02","True"
"10498","4217000000","71","2021-02-11 06:39:48","True"
"10499","6305000000","71","2021-02-11 06:40:01","True"
"10500","6738000000","71","2021-02-11 06:41:56","True"
"10501","6574000000","71","2021-02-11 06:42:17","True"
"10502","6657000000","71","2021-02-11 06:43:58","True"
"10503","6736000000","71","2021-02-11 06:44:03","True"
"10515","5108000000","71","2021-02-11 13:13:16","True"
"10516","5108000000","71","2021-02-11 13:14:52","True"
"10551","6738000000","71","2021-02-12 05:53:05","True"
"10552","6574000000","71","2021-02-12 06:41:03","True"
"10553","6574000000","71","2021-02-12 06:41:06","True"
"10554","6736000000","71","2021-02-12 06:41:26","True"
"10555","6673000000","71","2021-02-12 06:42:40","True"
"10556","6673000000","71","2021-02-12 06:42:42","True"
"10557","6657000000","71","2021-02-12 06:42:48","True"
"10558","5091000000","71","2021-02-12 06:45:02","True"
"10571","6732000000","71","2021-02-12 14:46:50","True"
"11321","6141000000","144","2021-03-01 06:26:38","True"
"11322","6003000000","144","2021-03-01 06:26:48","True"
"11323","6021000000","100","2021-03-01 06:27:24","True"
"11324","4910000000","144","2021-03-01 06:31:48","True"
"11325","6611000000","100","2021-03-01 06:44:53","True"
"11328","6729000000","71","2021-03-01 06:45:59","True"
"11329","6673000000","71","2021-03-01 06:46:06","True"
"11330","3959000000","71","2021-03-01 06:46:30","True"
"11331","6574000000","71","2021-03-01 06:46:37","True"
"12026","6206000000","71","2021-03-08 06:46:54","True"
"13170","6031000000","100","2021-03-22 05:30:59","True"
"13171","6100000000","100","2021-03-22 05:50:49","True"
"10610","6657000000","71","2021-02-16 06:41:56","True"
"10611","6738000000","71","2021-02-16 06:46:30","True"
"10639","6733000000","71","2021-02-16 14:48:34","True"
"10642","5091000000","71","2021-02-16 22:40:07","True"
"10643","6673000000","71","2021-02-16 22:40:25","True"
"10644","6736000000","71","2021-02-16 22:43:36","True"
"10645","6574000000","71","2021-02-16 22:49:22","True"
"10667","6657000000","71","2021-02-17 06:39:38","True"
"10668","6738000000","71","2021-02-17 06:42:49","True"
"10669","6673000000","71","2021-02-17 06:47:27","True"
"10670","6574000000","71","2021-02-17 06:47:31","True"
"10671","6673000000","71","2021-02-17 06:47:36","True"
"10672","6736000000","71","2021-02-17 06:51:05","True"
"10673","5091000000","71","2021-02-17 07:04:01","True"
"12606","6100000000","100","2021-03-13 13:44:11","True"
"12607","6805000000","100","2021-03-13 14:08:55","True"
"10679","287595","71","2021-02-17 09:18:08","True"
"10696","6733000000","71","2021-02-17 14:46:31","True"
"10698","6732000000","71","2021-02-17 14:48:35","True"
"10729","6738000000","71","2021-02-18 06:39:24","True"
"10731","6604000000","71","2021-02-18 06:42:07","True"
"10732","6574000000","71","2021-02-18 06:46:04","True"
"10733","6574000000","71","2021-02-18 06:46:05","True"
"10734","6673000000","71","2021-02-18 06:47:33","True"
"10735","5091000000","71","2021-02-18 06:52:37","True"
"10738","6736000000","71","2021-02-18 07:00:44","True"
"10742","6305000000","71","2021-02-18 07:48:50","True"
"10793","6657000000","71","2021-02-19 06:42:48","True"
"10794","6604000000","71","2021-02-19 06:44:47","True"
"10795","6574000000","71","2021-02-19 06:45:30","True"
"10796","6673000000","71","2021-02-19 06:47:13","True"
"10797","6673000000","71","2021-02-19 06:47:13","True"
"10798","6736000000","71","2021-02-19 06:58:19","True"
"10799","6738000000","71","2021-02-19 07:08:29","True"
"10819","6305000000","71","2021-02-19 14:37:56","True"
"10821","6732000000","71","2021-02-19 14:49:46","True"
"12019","4099000000","71","2021-03-08 06:42:30","True"
"12020","6577000000","71","2021-03-08 06:42:41","True"
"12021","6736000000","71","2021-03-08 06:43:23","True"
"10846","4351000000","4","2021-02-22 08:51:59","True"
"10859","6031000000","100","2021-02-22 12:07:58","True"
"10862","5100000000","100","2021-02-22 12:13:07","True"
"10863","6031000000","100","2021-02-22 12:16:10","True"
"10865","6557000000","100","2021-02-22 12:24:25","True"
"10866","5772000000","100","2021-02-22 12:24:32","True"
"10868","5379000000","100","2021-02-22 12:37:40","True"
"10870","5499000000","145","2021-02-22 13:11:52","True"
"10871","5499000000","145","2021-02-22 13:12:31","True"
"10875","6031000000","100","2021-02-22 14:08:07","True"
"10878","6611000000","100","2021-02-22 14:24:50","True"
"10879","6771000000","100","2021-02-22 14:25:07","True"
"10881","6604000000","71","2021-02-22 14:36:23","True"
"10882","6738000000","71","2021-02-22 14:39:00","True"
"10883","6657000000","71","2021-02-22 14:40:17","True"
"10884","5091000000","71","2021-02-22 14:55:12","True"
"10894","6320000000","100","2021-02-22 19:31:00","True"
"10897","6708000000","100","2021-02-22 22:31:39","True"
"10898","6100000000","100","2021-02-22 22:32:52","True"
"10899","5082000000","100","2021-02-22 22:45:41","True"
"12002","6031000000","100","2021-03-08 05:39:28","True"
"10920","6705000000","100","2021-02-23 06:24:49","True"
"10921","5379000000","100","2021-02-23 06:33:29","True"
"10924","6031000000","100","2021-02-23 06:41:42","True"
"10926","6557000000","100","2021-02-23 06:41:47","True"
"11982","6557000000","100","2021-03-07 21:47:25","True"
"11983","6005000000","144","2021-03-07 21:58:53","True"
"10934","6305000000","71","2021-02-23 08:39:16","True"
"10935","5499000000","144","2021-02-23 08:39:40","True"
"10950","5772000000","100","2021-02-23 11:56:14","True"
"10965","6021000000","100","2021-02-23 14:24:14","True"
"10966","6516000000","100","2021-02-23 14:25:32","True"
"10967","6611000000","100","2021-02-23 14:25:44","True"
"10968","6657000000","71","2021-02-23 14:38:41","True"
"10969","6738000000","71","2021-02-23 14:40:31","True"
"10971","6604000000","71","2021-02-23 14:44:36","True"
"10972","4411000000","71","2021-02-23 14:44:45","True"
"10988","6780000000","100","2021-02-23 22:27:08","True"
"10989","5082000000","100","2021-02-23 22:27:18","True"
"10990","6100000000","100","2021-02-23 22:39:26","True"
"10995","6320000000","100","2021-02-23 22:54:19","True"
"11008","5772000000","100","2021-02-24 05:56:31","True"
"11009","6557000000","100","2021-02-24 06:00:50","True"
"11015","6780000000","100","2021-02-24 06:19:00","True"
"11016","5100000000","100","2021-02-24 06:20:24","True"
"11017","6031000000","100","2021-02-24 06:40:33","True"
"11020","4411000000","71","2021-02-24 06:42:08","True"
"11021","6736000000","71","2021-02-24 06:42:58","True"
"11022","5091000000","71","2021-02-24 06:45:16","True"
"11023","6729000000","71","2021-02-24 06:45:20","True"
"11024","6574000000","71","2021-02-24 06:45:25","True"
"11025","6673000000","71","2021-02-24 06:49:37","True"
"11032","5772000000","100","2021-02-24 08:15:38","True"
"11306","6005000000","145","2021-02-28 22:15:42","True"
"11307","6555000000","145","2021-02-28 22:16:42","True"
"11033","6557000000","100","2021-02-24 08:17:33","True"
"11034","5379000000","100","2021-02-24 08:18:27","True"
"11038","4246000000","144","2021-02-24 09:56:19","True"
"11039","5341000000","144","2021-02-24 09:57:41","True"
"11062","4910000000","144","2021-02-24 14:20:31","True"
"11065","6254000000","100","2021-02-24 14:26:20","True"
"11066","5930000000","144","2021-02-24 14:26:24","True"
"11067","6021000000","100","2021-02-24 14:30:51","True"
"11068","6657000000","71","2021-02-24 14:38:18","True"
"11069","6604000000","71","2021-02-24 14:41:19","True"
"11070","6738000000","71","2021-02-24 14:44:13","True"
"11071","6574000000","71","2021-02-24 14:46:23","True"
"11072","6736000000","71","2021-02-24 14:47:12","True"
"11075","6611000000","100","2021-02-24 15:13:15","True"
"11085","6011000000","999","2021-02-24 16:24:14","True"
"11087","4351000000","999","2021-02-24 16:38:41","True"
"11097","6100000000","100","2021-02-24 22:22:44","True"
"11098","5082000000","100","2021-02-24 22:23:02","True"
"11099","6779000000","100","2021-02-24 22:23:32","True"
"11120","5499000000","144","2021-02-25 05:22:32","True"
"11238","6710000000","100","2021-02-26 06:41:15","True"
"11239","4411000000","71","2021-02-26 06:42:31","True"
"11240","6736000000","71","2021-02-26 06:47:08","True"
"11241","6574000000","71","2021-02-26 06:49:28","True"
"11242","5379000000","100","2021-02-26 06:50:34","True"
"11243","5091000000","71","2021-02-26 06:52:13","True"
"11126","6031000000","100","2021-02-25 06:28:50","True"
"11127","5379000000","100","2021-02-25 06:28:56","True"
"11128","5772000000","100","2021-02-25 06:29:02","True"
"11129","6557000000","100","2021-02-25 06:29:05","True"
"11130","6803000000","144","2021-02-25 06:29:54","True"
"11131","6557000000","100","2021-02-25 06:32:42","True"
"11132","6749000000","100","2021-02-25 06:32:51","True"
"11133","6729000000","71","2021-02-25 06:39:30","True"
"11134","4411000000","71","2021-02-25 06:40:35","True"
"11135","5091000000","71","2021-02-25 06:44:08","True"
"11136","6574000000","71","2021-02-25 06:46:01","True"
"12014","6516000000","100","2021-03-08 06:23:42","True"
"11171","6516000000","100","2021-02-25 14:26:20","True"
"11173","4910000000","144","2021-02-25 14:27:45","True"
"11174","6611000000","100","2021-02-25 14:28:18","True"
"11175","6604000000","71","2021-02-25 14:44:28","True"
"11176","6574000000","71","2021-02-25 14:45:13","True"
"11177","6738000000","71","2021-02-25 14:45:19","True"
"11183","6021000000","100","2021-02-25 15:17:48","True"
"11208","5080000000","144","2021-02-25 22:15:29","True"
"11209","6555000000","144","2021-02-25 22:18:04","True"
"11210","6556000000","144","2021-02-25 22:18:50","True"
"11213","5082000000","100","2021-02-25 22:36:39","True"
"11218","6555000000","145","2021-02-25 22:59:07","True"
"11219","6005000000","145","2021-02-25 22:59:11","True"
"11220","6556000000","144","2021-02-25 22:59:43","True"
"11237","6557000000","100","2021-02-26 06:40:58","True"
"12714","6611000000","100","2021-03-15 22:15:02","True"
"12715","6516000000","100","2021-03-15 22:26:47","True"
"12720","6005000000","144","2021-03-15 22:37:06","True"
"12721","6005000000","145","2021-03-15 22:37:27","True"
"12722","6556000000","145","2021-03-15 22:37:31","True"
"12723","6604000000","71","2021-03-15 22:43:29","True"
"12727","5923000000","71","2021-03-15 22:49:54","True"
"12728","5091000000","71","2021-03-15 22:51:03","True"
"11236","6729000000","71","2021-02-26 06:37:06","True"
"11244","6031000000","100","2021-02-26 08:07:57","True"
"13649","6708000000","100","2021-03-28 22:10:12","True"
"13650","6100000000","100","2021-03-28 22:10:30","True"
"13651","6779000000","100","2021-03-28 22:10:57","True"
"13652","6780000000","100","2021-03-28 22:18:00","True"
"13653","6622000000","100","2021-03-28 22:18:08","True"
"13654","6752000000","100","2021-03-28 22:19:07","True"
"13657","6574000000","71","2021-03-28 22:45:02","True"
"11270","6795000000","100","2021-02-26 14:24:06","True"
"11271","4910000000","144","2021-02-26 14:25:00","True"
"11272","6611000000","100","2021-02-26 14:26:34","True"
"11274","6604000000","71","2021-02-26 14:43:18","True"
"11275","6738000000","71","2021-02-26 14:43:27","True"
"11276","6574000000","71","2021-02-26 14:47:09","True"
"11277","6673000000","71","2021-02-26 14:47:17","True"
"11287","6021000000","100","2021-02-26 17:29:05","True"
"11297","5080000000","144","2021-02-26 21:56:13","True"
"11367","6708000000","100","2021-03-01 14:21:55","True"
"11370","6657000000","71","2021-03-01 14:27:44","True"
"11371","5923000000","71","2021-03-01 14:28:01","True"
"11373","6738000000","71","2021-03-01 14:42:09","True"
"11374","6574000000","71","2021-03-01 14:45:43","True"
"11375","6604000000","71","2021-03-01 14:45:52","True"
"11376","3959000000","71","2021-03-01 14:46:01","True"
"11385","6031000000","93","2021-03-01 15:28:23","True"
"11386","6031000000","93","2021-03-01 15:28:32","True"
"11387","6031000000","99","2021-03-01 15:29:19","True"
"11395","5082000000","104","2021-03-01 16:27:15","True"
"11533","6555000000","100","2021-03-02 22:15:57","True"
"11534","6083000000","145","2021-03-02 22:18:36","True"
"11400","6557000000","100","2021-03-01 21:39:08","True"
"11401","6749000000","100","2021-03-01 22:03:01","True"
"11402","5100000000","100","2021-03-01 22:10:45","True"
"11403","6710000000","100","2021-03-01 22:11:05","True"
"11404","6212000000","144","2021-03-01 22:16:48","True"
"11405","6555000000","144","2021-03-01 22:18:43","True"
"11408","5772000000","100","2021-03-01 22:56:06","True"
"11409","6005000000","144","2021-03-01 23:07:29","True"
"11410","6005000000","145","2021-03-01 23:07:59","True"
"13188","5923000000","71","2021-03-22 06:29:21","True"
"13189","6738000000","71","2021-03-22 06:37:28","True"
"13190","6604000000","71","2021-03-22 06:43:16","True"
"13191","6736000000","71","2021-03-22 06:43:44","True"
"12003","6611000000","100","2021-03-08 06:06:53","True"
"12004","6771000000","100","2021-03-08 06:08:31","True"
"12005","6795000000","100","2021-03-08 06:09:13","True"
"12009","6021000000","100","2021-03-08 06:18:30","True"
"12013","6711000000","100","2021-03-08 06:22:35","True"
"14945","5091000000","72","2021-05-03 14:43:10","True"
"14946","6574000000","72","2021-05-03 14:44:25","True"
"14947","6604000000","72","2021-05-03 14:45:25","True"
"11441","4910000000","145","2021-03-02 06:33:11","True"
"11444","5091000000","71","2021-03-02 06:45:33","True"
"11445","5994000000","71","2021-03-02 06:45:53","True"
"11446","6429000000","71","2021-03-02 06:49:39","True"
"11447","6574000000","71","2021-03-02 06:50:00","True"
"11448","5977000000","71","2021-03-02 06:50:12","True"
"11454","6166000000","145","2021-03-02 07:31:07","True"
"11455","6166000000","145","2021-03-02 07:31:09","True"
"11456","6166000000","145","2021-03-02 07:31:12","True"
"11458","5080000000","145","2021-03-02 07:33:37","True"
"11463","6031000000","100","2021-03-02 08:14:24","True"
"11487","5082000000","100","2021-03-02 13:43:47","True"
"11489","6100000000","100","2021-03-02 13:51:19","True"
"11491","6805000000","100","2021-03-02 14:21:37","True"
"11493","6752000000","100","2021-03-02 14:21:44","True"
"11495","6779000000","100","2021-03-02 14:21:48","True"
"11496","6780000000","100","2021-03-02 14:21:50","True"
"11497","6764000000","100","2021-03-02 14:21:55","True"
"11498","6320000000","100","2021-03-02 14:22:20","True"
"11505","6738000000","71","2021-03-02 14:42:04","True"
"11506","6657000000","71","2021-03-02 14:43:49","True"
"11509","6206000000","71","2021-03-02 14:46:31","True"
"11512","6604000000","71","2021-03-02 14:47:00","True"
"11513","6021000000","100","2021-03-02 14:48:15","True"
"11514","6611000000","100","2021-03-02 14:48:23","True"
"11516","6736000000","71","2021-03-02 14:54:03","True"
"11517","5091000000","71","2021-03-02 14:55:46","True"
"11524","6557000000","100","2021-03-02 21:44:45","True"
"11526","5100000000","100","2021-03-02 22:00:09","True"
"11527","6705000000","100","2021-03-02 22:00:24","True"
"11528","6749000000","100","2021-03-02 22:02:28","True"
"11530","6710000000","100","2021-03-02 22:07:50","True"
"11531","6205000000","145","2021-03-02 22:11:04","True"
"11532","5341000000","145","2021-03-02 22:12:04","True"
"11542","6005000000","145","2021-03-02 22:42:54","True"
"11543","6005000000","144","2021-03-02 22:43:22","True"
"11544","5887000000","71","2021-03-02 22:49:16","True"
"11545","6733000000","71","2021-03-02 22:49:23","True"
"11546","4099000000","71","2021-03-02 22:50:09","True"
"11547","6732000000","71","2021-03-02 22:50:25","True"
"11548","4099000000","71","2021-03-02 22:50:30","True"
"11549","4099000000","71","2021-03-02 22:50:35","True"
"11550","6010000000","71","2021-03-02 22:53:13","True"
"11551","6738000000","71","2021-03-02 22:53:19","True"
"11567","6611000000","100","2021-03-03 05:47:52","True"
"11569","6254000000","100","2021-03-03 05:50:19","True"
"11570","6021000000","100","2021-03-03 06:07:14","True"
"11573","6711000000","100","2021-03-03 06:17:23","True"
"11574","6771000000","100","2021-03-03 06:17:27","True"
"11576","6795000000","100","2021-03-03 06:17:31","True"
"11577","6516000000","100","2021-03-03 06:17:39","True"
"11578","6645000000","100","2021-03-03 06:18:00","True"
"11579","6031000000","100","2021-03-03 06:18:30","True"
"11580","5080000000","145","2021-03-03 06:19:37","True"
"11581","6166000000","145","2021-03-03 06:21:05","True"
"11582","6761000000","100","2021-03-03 06:21:51","True"
"11589","6729000000","71","2021-03-03 06:42:07","True"
"11625","5977000000","71","2021-03-03 11:23:44","True"
"11643","6100000000","100","2021-03-03 13:48:51","True"
"11645","6805000000","100","2021-03-03 14:12:43","True"
"11646","6708000000","100","2021-03-03 14:12:50","True"
"11647","6779000000","100","2021-03-03 14:12:56","True"
"11649","6764000000","100","2021-03-03 14:17:53","True"
"11650","6752000000","100","2021-03-03 14:18:10","True"
"11651","6780000000","100","2021-03-03 14:18:16","True"
"11652","6778000000","100","2021-03-03 14:18:22","True"
"11655","6795000000","100","2021-03-03 14:21:51","True"
"11662","5923000000","71","2021-03-03 14:34:51","True"
"11663","6604000000","71","2021-03-03 14:43:09","True"
"11665","6738000000","71","2021-03-03 14:44:12","True"
"11666","6657000000","71","2021-03-03 14:44:20","True"
"11671","6320000000","100","2021-03-03 14:48:13","True"
"11674","5082000000","100","2021-03-03 15:03:30","True"
"11679","5158000000","100","2021-03-03 17:26:57","True"
"11687","6557000000","100","2021-03-03 21:36:36","True"
"11691","6557000000","100","2021-03-03 22:01:30","True"
"11692","6557000000","100","2021-03-03 22:02:14","True"
"11693","6749000000","100","2021-03-03 22:04:34","True"
"11694","6705000000","100","2021-03-03 22:04:49","True"
"11695","5772000000","100","2021-03-03 22:06:16","True"
"11696","6710000000","100","2021-03-03 22:07:23","True"
"11699","5100000000","100","2021-03-03 22:18:37","True"
"11700","6225000000","144","2021-03-03 22:23:00","True"
"11701","6557000000","100","2021-03-03 22:23:14","True"
"11702","6780000000","100","2021-03-03 22:24:40","True"
"11703","6422000000","100","2021-03-03 22:24:49","True"
"11704","6431000000","100","2021-03-03 22:24:56","True"
"11705","6778000000","100","2021-03-03 22:25:04","True"
"11709","6005000000","144","2021-03-03 22:25:43","True"
"11711","6005000000","145","2021-03-03 22:26:18","True"
"11714","6555000000","145","2021-03-03 22:33:37","True"
"11716","6732000000","71","2021-03-03 22:47:30","True"
"11718","6010000000","71","2021-03-03 22:55:51","True"
"11719","6733000000","71","2021-03-03 22:56:08","True"
"11720","4099000000","71","2021-03-03 22:56:17","True"
"11733","6254000000","100","2021-03-04 06:02:36","True"
"11734","6611000000","100","2021-03-04 06:02:47","True"
"11742","6711000000","100","2021-03-04 06:22:23","True"
"11743","6771000000","100","2021-03-04 06:22:31","True"
"11744","5379000000","100","2021-03-04 06:22:45","True"
"11745","6795000000","100","2021-03-04 06:23:00","True"
"11746","6516000000","100","2021-03-04 06:23:05","True"
"11747","6761000000","100","2021-03-04 06:23:13","True"
"11748","6021000000","100","2021-03-04 06:24:25","True"
"11754","6729000000","71","2021-03-04 06:42:02","True"
"11760","6574000000","71","2021-03-04 06:46:05","True"
"11761","5994000000","71","2021-03-04 06:48:10","True"
"11762","5979000000","71","2021-03-04 06:54:10","True"
"11763","5772000000","100","2021-03-04 06:57:52","True"
"11764","6557000000","100","2021-03-04 06:58:00","True"
"11769","6673000000","71","2021-03-04 08:11:13","True"
"13648","6320000000","100","2021-03-28 21:58:30","True"
"11774","4910000000","145","2021-03-04 08:51:58","True"
"11801","6100000000","100","2021-03-04 13:42:49","True"
"11802","5082000000","100","2021-03-04 13:42:52","True"
"11803","5341000000","145","2021-03-04 13:59:42","True"
"11804","6805000000","100","2021-03-04 14:07:24","True"
"11805","6708000000","100","2021-03-04 14:10:19","True"
"11806","6779000000","100","2021-03-04 14:10:25","True"
"11807","5930000000","145","2021-03-04 14:12:52","True"
"11808","6752000000","100","2021-03-04 14:15:27","True"
"11809","6764000000","100","2021-03-04 14:18:59","True"
"11810","6780000000","100","2021-03-04 14:19:04","True"
"11811","6631000000","145","2021-03-04 14:20:11","True"
"11812","6418000000","145","2021-03-04 14:20:56","True"
"11813","6761000000","100","2021-03-04 14:21:19","True"
"11816","6320000000","100","2021-03-04 14:21:57","True"
"11821","6738000000","71","2021-03-04 14:43:13","True"
"11822","6604000000","71","2021-03-04 14:45:25","True"
"11823","5923000000","71","2021-03-04 14:45:28","True"
"11839","6749000000","100","2021-03-04 21:59:55","True"
"11840","5100000000","100","2021-03-04 22:08:53","True"
"11841","6705000000","100","2021-03-04 22:09:19","True"
"11842","6710000000","100","2021-03-04 22:11:50","True"
"11843","5341000000","145","2021-03-04 22:12:52","True"
"11844","6631000000","145","2021-03-04 22:18:04","True"
"11845","6780000000","100","2021-03-04 22:24:20","True"
"11851","6556000000","144","2021-03-04 22:25:48","True"
"11854","6555000000","145","2021-03-04 22:38:14","True"
"11858","5887000000","71","2021-03-04 22:49:43","True"
"11859","6577000000","71","2021-03-04 22:57:17","True"
"11860","6732000000","71","2021-03-04 22:57:27","True"
"11861","6733000000","71","2021-03-04 22:57:29","True"
"11864","6005000000","145","2021-03-05 01:54:00","True"
"11865","6005000000","145","2021-03-05 01:54:40","True"
"11875","6611000000","100","2021-03-05 06:07:13","True"
"11878","6795000000","100","2021-03-05 06:19:19","True"
"11879","6516000000","100","2021-03-05 06:19:24","True"
"11880","6771000000","100","2021-03-05 06:19:28","True"
"11881","6711000000","100","2021-03-05 06:19:32","True"
"11882","6166000000","145","2021-03-05 06:21:50","True"
"11887","4910000000","145","2021-03-05 06:31:19","True"
"11888","4446000000","71","2021-03-05 06:38:40","True"
"11889","6729000000","71","2021-03-05 06:39:47","True"
"11890","6736000000","71","2021-03-05 06:43:27","True"
"11893","6574000000","71","2021-03-05 06:44:57","True"
"11894","5091000000","71","2021-03-05 06:45:08","True"
"11895","6429000000","71","2021-03-05 06:48:01","True"
"11897","5979000000","71","2021-03-05 06:57:41","True"
"11917","5082000000","100","2021-03-05 13:52:19","True"
"11918","6320000000","100","2021-03-05 13:52:28","True"
"11919","6100000000","100","2021-03-05 13:52:32","True"
"11920","6779000000","100","2021-03-05 14:09:21","True"
"11921","6805000000","100","2021-03-05 14:09:55","True"
"11922","6764000000","100","2021-03-05 14:10:14","True"
"11923","6708000000","100","2021-03-05 14:11:16","True"
"11925","6780000000","100","2021-03-05 14:20:08","True"
"11926","6752000000","100","2021-03-05 14:20:13","True"
"11935","6604000000","71","2021-03-05 14:45:16","True"
"11934","5923000000","71","2021-03-05 14:31:58","True"
"11936","5091000000","71","2021-03-05 14:58:14","True"
"11945","6710000000","100","2021-03-05 22:07:24","True"
"11947","6749000000","100","2021-03-05 22:10:19","True"
"11948","6705000000","100","2021-03-05 22:12:41","True"
"11952","6557000000","100","2021-03-05 22:19:01","True"
"11953","6780000000","100","2021-03-05 22:22:59","True"
"11954","6764000000","100","2021-03-05 22:23:05","True"
"11960","5772000000","100","2021-03-05 22:34:01","True"
"11964","6611000000","100","2021-03-06 06:07:47","True"
"11965","5379000000","100","2021-03-06 06:08:04","True"
"11966","6771000000","100","2021-03-06 06:12:32","True"
"11967","6795000000","100","2021-03-06 06:12:38","True"
"11968","6711000000","100","2021-03-06 06:12:43","True"
"11969","6516000000","100","2021-03-06 06:21:14","True"
"11970","6524000000","100","2021-03-06 06:21:47","True"
"12036","286594","100","2021-03-08 09:48:55","True"
"12037","5977000000","71","2021-03-08 10:40:15","True"
"12046","6305000000","71","2021-03-08 12:55:41","True"
"12051","6100000000","100","2021-03-08 13:41:51","True"
"12054","6779000000","100","2021-03-08 14:07:36","True"
"12055","6805000000","100","2021-03-08 14:07:41","True"
"12056","6708000000","100","2021-03-08 14:11:28","True"
"12059","5080000000","144","2021-03-08 14:16:53","True"
"12060","5930000000","144","2021-03-08 14:17:00","True"
"12061","6780000000","100","2021-03-08 14:18:52","True"
"12062","4144000000","144","2021-03-08 14:18:56","True"
"12063","6320000000","100","2021-03-08 14:19:11","True"
"12070","5091000000","71","2021-03-08 14:44:42","True"
"12071","5082000000","100","2021-03-08 14:45:02","True"
"12073","5079000000","71","2021-03-08 14:45:27","True"
"12074","6577000000","71","2021-03-08 14:45:37","True"
"12075","5994000000","71","2021-03-08 14:46:33","True"
"12076","6574000000","71","2021-03-08 14:53:05","True"
"12077","6733000000","71","2021-03-08 14:53:17","True"
"12087","5930000000","144","2021-03-08 18:25:15","True"
"12096","4144000000","144","2021-03-08 21:55:08","True"
"12098","6749000000","100","2021-03-08 22:04:27","True"
"12099","6710000000","100","2021-03-08 22:09:52","True"
"12101","5100000000","100","2021-03-08 22:11:27","True"
"12102","6705000000","100","2021-03-08 22:12:32","True"
